Url,Label,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,URL_Depth,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic
http://gizmodo.com/5951724/todays-google-doodle-is-a-huge-animated-tribute-to-winsor-mccays-cartoons,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://sputniknews.com/voiceofrussia_uk/2014_10_20/UK-Politics-Can-Labour-recreate-its-election-success-of-40-years-ago-7105/rtmp/flv,0,-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://foursquare.com/v/%D1%80%D0%B8%D0%B6%D1%81%D0%BA%D0%B8%D0%B9-%D0%B2%D0%BE%D0%BA%D0%B7%D0%B0%D0%BBrizhsky-rail-terminal/4befa00696edc9b644fb4af2,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://metro.co.uk/2014/11/22/how-to-tell-if-a-mans-just-going-to-send-penis-photos-on-tinder-4952031/,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://qz.com/378554/a-record-2250-hungry-sea-lion-pups-got-stranded-on-the-california-coast-this-year/,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ap.org/Content/AP-In-The-News/2015/Matthew-Franjola-AP-reporter-in-Vietnam-dies,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://nguyentandung.org/diplomat-trung-quoc-kiem-soat-bat-tuan-dan-su-tren-khong-gian-mang-nhu-the-nao.html,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://aljazeera.net/knowledgegate/opinions/2015/1/10/%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D8%B6%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%AA%D8%A7%D9%87%D8%A9-%D8%A7%D9%84%D8%AD%D9%84%D9%88%D9%84,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://thechive.com/2015/05/07/this-mans-impersonation-skills-know-no-bounds-video/,0,-1,1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://lifehacker.com/replace-your-wall-charger-with-bolt-the-all-in-one-bat-1685693874,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://aljazeera.net/Home/GetPage/f6451603-4dff-4ca1-9c10-122741d17432/b99f2f46-1dff-47d3-8073-d19674b4e5c7,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://avxhome.se/software/software_type/office/Text_Editors/EditPlus.3.80.1194.html,0,-1,1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://distractify.com/post/related/id/554baf724a0c4b663d066a7e/skip/10/limit/10/back/0,0,-1,1,-1,-1,-1,-1,-1,10,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://grantland.com/hollywood-prospectus/stuff-i-found-on-the-interstellar-space-hunt-site-including-the-final-trailer/,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://techcrunch.com/video/alexis-ohanian-on-how-to-combat-internet-bullying/518809440/,0,-1,1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://nymag.com/daily/intelligencer/2013/06/rand-paul-gay-marriage-animal-human.html?mid=twitter_dailyintel,0,-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://genius.com/4782739/Ol-dirty-bastard-never-before-seen-ol-dirty-bastard-raw-and-uncut-interview/The-kids-how-many-kids-do-i-have,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://torcache.net/torrent/EC7DDD9835244A4D7385E5A86DD865DBA7E35124.torrent?title=[kickass.to]gotham.s01e11.hdtv.x264.lol.ettv,0,-1,1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://extratorrent.cc/torrent_download/4190340/Maya.the.Bee.Movie.2014.BRRip.XviD.AC3-EVO.torrent,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://www.nhs.uk/aboutNHSChoices/aboutnhschoices/termsandconditions/Pages/commentspolicy.aspx,0,-1,1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://olx.ua/uk/list/q-%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4/?search%5Bpaidads_listing%5D=1,0,-1,1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://jezebel.com/how-to-have-sex-while-dressed-for-the-victorias-secret-1464663515/module/,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ap.org/Content/AP-In-The-News/2013/AP-names-Moritsugu-bureau-chief-for-Japan,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://katproxy.com/leopard-raws-kuroko-no-basuke-3-18-raw-mbs-1280x720-x264-aac-mp4-t10625830.html,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
http://fazenda.gov.br/institucional/galeria-dos-ministros/regencia-do-principe-dom-pedro,0,-1,1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1
http://thenextweb.com/shareables/2015/05/07/watch-this-artist-draw-famous-logos-by-hand/gtm.js,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://torcache.net/torrent/C637A172C655B27C27A03CE681DED7C622E56B6B.torrent?title=[kickass.to]garrys.mod.v14.07.10.full.autoupdate.multilanguage,0,-1,1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://themeforest.net/item/impreza-retina-responsive-wordpress-theme/full_screen_preview/6434280,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://elitedaily.com/news/world/the-universe-might-be-one-big-fcking-hologram/1025609/,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://nypost.com/2015/05/11/a-look-at-the-leggings-that-cost-900-and-the-women-who-buy-them/,0,-1,1,1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://bitbucket.org/tortoisehg/thg/pull-request/7/fix-nautilus-extension-execution-and,0,-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://babal.net/books/view/558/%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%B9%D9%86---%D9%83%D8%AA%D8%A7%D8%A8-%D9%82%D8%A8%D9%84-%D8%A7%D9%86-%D8%AA%D8%A8%D8%AF%D8%A3-%D9%85%D8%B4%D8%B1%D9%88%D8%B9%D9%83-%D8%AA%D8%AC%D9%86%D8%A8-%D8%A3%D9%83%D8%A8%D8%B1-10-%D8%A5%D8%AE%D8%B7%D8%A7%D8%A1-%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://nymag.com/thecut/2015/05/lupita-nyongo-looked-dazzling-at-cannes/slideshow/2014/01/06/lupita_nyong_o,0,-1,1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://udn.com/news/story/7600/899707-%E8%87%B4%E7%99%8C%E8%BE%B2%E8%97%A5%E8%8A%AC%E6%99%AE%E5%B0%BC-%E6%98%8E%E5%B9%B4%E7%A6%81%E7%94%A8,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://jalopnik.com/justice-police-drop-charges-after-arresting-wrong-chal-1703943408/layer/,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://distractify.com/post/related/id/5543965c4a0c4b531d7c7099/skip/10/limit/10/back/0,0,-1,1,-1,-1,-1,-1,-1,10,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://indianexpress.com/article/cities/ahmedabad/witness-in-asaram-rape-case-attacked/,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://extratorrent.cc/torrent_download/4189674/Guardians+Of+The+Galaxy+2014+BDRip+720p+x264+AC3+English+Latino+URBiN4HD+Eng+Spa+Subs.torrent,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E5%B7%A8%E4%B9%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FGL3AjY1AcN7miSHO+%E6%A1%9C%E7%94%B0%E4%BD%B3%E5%AD%90%E3%80%80%E5%B7%A8%E4%B9%B3%E3%83%AC%E3%83%BC%E3%82%B9%E3%82%AF%E3%82%A4%E3%83%BC%E3%83%B3+%23ero+%23douga+%23agesage,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://correios.com.br/Para-governo/concessionarias-de-agua-e-energia/solucoes-em-marketing,0,-1,1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1
http://mylust.com/videos/227407/bbw-mature-slut-in-mask-gives-me-head-and-eats-cumshot/,0,-1,1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://plarium.com/de/strategiespiele/stormfall-age-of-war/news/verwirrung-und-zwietracht/,0,-1,1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://arstechnica.com/tech-policy/2012/04/twitters-no-lawsuit-pledge-we-will-not-join-the-patent-wars/,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.co.id/sulawesi-tenggara/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,0,-1,1,1,-1,-1,-1,-1,2,-1,1,-1,-1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
http://correios.com.br/Para-governo/orgaos-de-transito/encomendas/mensageria-postal,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1
http://nguyentandung.org/doanh-nghiep-tu-nhan-xin-tham-gia-chong-ngap-o-tp-hcm.html,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://allegro.pl/listing/user/listing.php?us_id=15710492&order=p&price_from=33&price_to=33&string=baggy&search_scope=userItems-15710492&price_enabled=1&bmatch=econom-hrf-100-moda-0414&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://espn.go.com/blog/san-diego-chargers/post/_/id/11050/chargers-john-pagano-wants-more-speed-turnovers-in-15,0,-1,1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://themeforest.net/item/cliptwo-bootstrap-admin-template-with-angularjs/10290688,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://deadspin.com/senators-coach-is-issuing-threats-after-just-one-game-1698184913/1698236303/templates/closure/,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://distractify.com/post/related/id/541833c94a0c4bf4048b6f45/skip/10/limit/10/back/0,0,-1,1,-1,-1,-1,-1,-1,10,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://elitedaily.com/life/people-who-appreciate-nature-are-happier-healthier-and-less-stressed/1024486/,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://500px.com/photo/69543265/street-juggler-by-dragox-photo-?from=set&set_id=1329779,0,-1,1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://thenextweb.com/insider/2015/04/28/ouya-is-in-desperate-need-of-a-buyer-according-to-leaked-email/gtm.js,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.co.id/i2/elektronik-gadget/fotografi/kamera-dlsr/elektronik-gadget/fotografi/kamera-dlsr,0,-1,1,1,-1,-1,-1,-1,7,-1,1,-1,-1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=1590090955&bm1=top&bm2=ctr_prd,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.ua/list/q-%D0%BA%D1%80%D0%BE%D1%81%D1%81%D0%BE%D0%B2%D0%BA%D0%B8/?search%5Bprivate_business%5D=private,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://io9.com/marvel-debuts-their-new-phase-3-movies-including-capta-1651832265/templates/closure/,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://indianexpress.com/article/good-news/a-tweet-a-prompt-cop-and-happy-reunion-of-3-kids-with-family/,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://archive.org/search.php?query=mediatype:texts&sort=-publicdate&and[]=subject%3A%22Bible%22,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://bleacherreport.com/articles/2321185-ravens-vs-patriots-latest-odds-and-stat-predictions-for-top-fantasy-stars,0,-1,1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://twitter.com/share?url=http%3A%2F%2Fhubpages.com%2Fhub%2FComfort-Theories-of-Religion&text=Comfort+Theories+of+Religion,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%9B%97%E6%92%AE%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FUMhVam9sPuIkpCnI+%E9%8A%AD%E6%B9%AF%E3%81%AE%E8%84%B1%E8%A1%A3%E6%89%80%E3%81%AE%E4%BE%BF%E6%89%80%E3%82%92%E7%9B%97%E6%92%AE+%23ero+%23douga+%23agesage,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://askubuntu.com/questions/497955/how-do-you-update-gtk-and-or-gnome-on-ubuntu-14-04-lts,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://mashable.com/people/55229c08519840114904cb2a/2015/05/12/assassins-creed-syndicate-gameplay,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://themeforest.net/item/story-creative-responsive-multipurpose-theme/full_screen_preview/7824993,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://codecanyon.net/item/itranslate-website-translator/full_screen_preview/9214183,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://digg.com/video/short-claymation-reminds-us-we-all-have-a-cool-looking-skeleton-living-inside-us,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://babal.net/books/view/186/%D8%AF%D9%8A%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D8%A8%D8%B1%D8%AF%D9%88%D9%86%D9%8A-%D8%A7%D9%84%D8%AC%D8%B2%D8%A1-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%80-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-%D8%A7%D9%84%D8%A8%D8%B1%D8%AF%D9%88%D9%86%D9%8A,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://serverfault.com/questions/515880/removing-remote-desktop-services-role-windows-server-2008-r2-remotely,0,-1,1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://techcrunch.com/2015/05/12/after-backlash-over-upgrade-flickr-considers-letting-users-opt-out-of-auto-tagging/,0,-1,1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://zozo.jp/shop/adametrope/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://rocketnews24.com/tag/j%e3%83%bbk%e3%83%bb%e3%83%ad%e3%83%bc%e3%83%aa%e3%83%b3%e3%82%b0/,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://extratorrent.cc/torrent/4189747/The+Flash+2014+S01E22+HDTV+XviD-FUM%5Bettv%5D.html,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://mic.com/articles/116608/drone-footage-shows-the-havoc-unleashed-by-nepal-s-devastating-earthquake,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.co.id/q-%7Bq%7D/sumatera-utara?utm_source=google&utm_medium=search&utm_campaign=search_organic&mappingUrl=1,0,-1,1,1,-1,-1,-1,-1,2,-1,1,-1,-1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E4%BA%BA%E5%A6%BB%E3%83%BB%E7%86%9F%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FpHKsHh2jv2EuTJtS+%E8%B6%85%E3%83%89%EF%BC%AD%E4%BA%BA%E5%A6%BB%EF%BC%81%E6%97%A6%E9%82%A3%E3%81%8B%E3%82%89%E3%81%A7%E9%80%83%E3%81%92%E3%81%A6%E3%81%8D%E3%81%9F%E3%81%AF%E3%81%84%E3%81%84%E3%81%8C%EF%BC%A8%E4%B8%AD%E3%81%AB%E3%81%A4%E3%81%AD%E3%81%A3%E3%81%A6%E3%81%AA%E3%82%93%E3%81%A6%E3%81%82%E3%82%93%E3%81%9F%E3%81%8C%E6%82%AA%E3%81%84+%23...,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://variety.com/2015/film/news/stephen-amell-casey-jones-photo-tmnt-2-1201485664/,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://tobogo.net/cdsb/board.php?board=storytv&bm=view&no=558&category=&auth=&page=1&search=&keyword=&recom=,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
http://giphy.com/services/oembed/?url=http://media.giphy.com/media/pWBz26C8pAATK/giphy.gif,0,-1,1,-1,-1,1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ringring.vn/uyen-linh-phat-cuong-vi-ve-dep-trai-cua-top-5-nam-vietnam-idol-118192.html,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
http://thechive.com/2015/04/27/counter-another-monday-morning-with-two-helpings-of-flbp-45-photos/,0,-1,1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://bdnews24.com/world/2015/05/13/pentagon-weighs-sending-planes-ships-near-disputed-south-china-sea-reefs,0,-1,1,-1,-1,-1,-1,-1,5,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://thenextweb.com/eu/2015/05/09/meet-the-man-who-left-nasa-to-join-a-european-startup/gtm.start,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://syosetu.com/searchuser/search/index.php?name1st=%E3%81%8F&all=1&all2=1&all3=1&all4=1&p=10,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ap.org/Content/AP-In-The-News/2013/AP-CEO-Press-freedom-v-security-a-false-choice,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://otomoto.pl/osobowe/bmw/seria-5/e39-1996-2003/zNfrCTCAJC38rGmsHeE_EIZi3yhdGmLqoWd2SoM1wAb.b7,0,-1,1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://stackoverflow.com/questions/20282387/apache-camel-jboss-fuse-how-to-unzip-a-file-from-a-mq-route,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://fanpage.gr/family/gineka/%ce%ad%ce%bd%ce%b1%cf%82-%cf%83%cf%8d%ce%b6%cf%85%ce%b3%ce%bf%cf%82-%ce%b1%ce%bd%ce%b1%cf%81%cf%89%cf%84%ce%ae%ce%b8%ce%b7%ce%ba%ce%b5-%ce%b3%ce%b9%ce%b1%cf%84%ce%af-%ce%b7-%ce%b3%cf%85%ce%bd%ce%b1/,0,-1,1,-1,-1,-1,-1,-1,3,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1
http://thenextweb.com/facebook/2015/05/11/facebook-is-bringing-carousel-ads-to-its-mobile-apps/gtm.js,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://censor.net.ua/photo_news/335667/v_gorlovke_opolchenets_sjeg_svoyu_nevestu_ubiyistvo_pytayutsya_povesit_na_drugogo_foto,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E5%B7%A8%E4%B9%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FonSMoasQc99gHPwQ+%E6%A9%98%E7%9C%9F%E5%A4%AE+%E7%84%A1%E4%BF%AE%E6%AD%A3+%23ero+%23douga+%23agesage,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://censor.net.ua/photo_news/334999/tyajelo_ranenyyi_boets_ato_arsen_boyarchuk_nujdaetsya_v_srochnom_lechenii_i_reabilitatsii_volonter_katerina,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
